Current Age,27,,,
Retirement Age,35,,,
Wish to live till,100,,,
,,,,
Inflation,6%,,,
,,,,
Capital Gain Tax,20%,,,
Income Tax,30%,,,


Monthly Income (after taxes and deductions),,,,
Salary," 	250,000 ",,,
Income 1, 	-   ,,,
Income 2, 	-   ,,,
Income 3, 	-   ,,,
Income 4, 	-   ,,,
Income 5, 	-   ,,,
,,,,
Total," 	250,000 ",,,
,,,,
Yearly Income (after taxes and deductions),,,,
Income 1, 	-   ,,,
Income 2, 	-   ,,,
Income 3, 	-   ,,,
Income 4, 	-   ,,,
Income 5, 	-   ,,,
,,,,
Total, 	-   ,,,
,,,,
Total Yearly Income," 	3,000,000 ",,,


Monthly Expenses ,,Category,,
Rent," 	25,000 ",Needs,,
Loan EMI 1, 	-   ,Needs,,
Loan EMI 2, 	-   ,,,
Loan EMI 3, 	-   ,,,
Living expenses 1," 	15,000 ",Needs,,
Living expenses 2," 	60,000 ",Wants,,
Living expenses 3,,,,
Desire expenses 1,,,,
Desire expenses 2,,,,
Desire expenses 3, 	-   ,,,
,,,,
Total," 	100,000 ",,,
,,,,
Yearly Expenses,,,,
Expense 1, 	-   ,,,
Expense 2, 	-   ,,,
Expense 3, 	-   ,,,
Expense 4, 	-   ,,,
Expense 5, 	-   ,,,
,,,,
Total, 	-   ,,,
,,,,
Total Yearly Expense," 	1,200,000 ",,,
,,,,
Monthly Excess," 	150,000 ",60%,This is good,
Yearly Excess," 	1,800,000 ",60%,This is good,


,,,,
Total investments per month," 	150,000 ",,,
,,,,
Safe Asset (Fixed Return) Proportion,27%,,,
Stock Market Asset Proportion,73%,,,
,,,,
Safe Asset Investment,40500,IRR,,
VPF/EPF/PPF,,7%,,
Recurring Deposit/Fixed Dep,,7%,,
Government Bills,,7%,,
Gold,,7%,,
Corporate Bonds,,7%,,
,,,,
Stock Market Investment,109500,IRR,,
Largecap Mutual Fund SIP,"43,800",12%,40%,
Midcap Mutual Fund SIP,"32,850",15%,30%,
Smallcap Mutual Fund SIP,"32,850",18%,30%,
,,,,
Blended Return,14.7%,,,

Current Age,27,,,,,,,,,,,,,,,,,,,,,,,,
Retirement Age,35,,,,,,,,,,,,,,,,,,,,,,,,
Expenses planned until age,100,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Current Savings Amount," 	5,000,000 ",,,,,,,,,,,,,,,,,,,,,,,,
Current Monthly Investments," 	150,000 ",,,,,,,,,,,,,,,,,,,,,,,,
Current Savings - Investment Approach,Returns,Tax,Share,,,,,,,,,,,,,,,,,,,,,,
Fixed Returns,7%,30%,27%,,,,,,,,,,,,,,,,,,,,,,
Large Cap Mutual Funds,12%,20%,29%,,,,,,,,,,,,,,,,,,,,,,
Midcap Mutual Funds,15%,20%,22%,,,,,,,,,,,,,,,,,,,,,,
Smallcap mutual funds,18%,20%,22%,,,,,,,,,,,,,,,,,,,,,,
,,,100%,22.7%,12.621%,,,,,,,,,,,,,,,,,,,,
Step-up in savings every yr,5%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Post-retirement monthly amount (today's rate)," 	100,000 ",,,,,,,,,,,,,,,,,,,,,,,,
Retirement Savings - Investment Approach,Returns,Tax,Share,,,,,,,,,,,,,,,,,,,,,,
Fixed Returns,7%,30%,50%,,,,,,,,,,,,,,,,,,,,,,
Large Cap Mutual Funds,12%,20%,50%,,,,,,,,,,,,,,,,,,,,,,
Midcap Mutual Funds,15%,20%,0%,,,,,,,,,,,,,,,,,,,,,,
Smallcap mutual funds,18%,20%,0%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Inflation,6%,,100%,25.0%,9.500%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Age,Starting Saving,Planned expenses (post-tax),Additional expenses (post-tax),Additional Savings,Ending Savings,Status,Retirement year,Warning,,,,,,,,,,,,,,,,,
27," 	5,000,000 ", 	-   ,," 	1,800,000 "," 	7,431,050 ",Earning,,,,,,,,,,,,,,,,,,,
28," 	7,431,050 ", 	-   ,," 	1,890,000 "," 	10,258,923 ",Earning,0,,,,,,,,,,,,,,,,,,
29," 	10,258,923 ", 	-   ,," 	1,984,500 "," 	13,538,201 ",Earning,0,,,,,,,,,,,,,,,,,,
30," 	13,538,201 ", 	-   ,," 	2,083,725 "," 	17,330,583 ",Earning,0,,,,,,,,,,,,,,,,,,
31," 	17,330,583 ", 	-   ,," 	2,187,911 "," 	21,705,787 ",Earning,0,,,,,,,,,,,,,,,,,,
32," 	21,705,787 ", 	-   ,," 	2,297,307 "," 	26,742,581 ",Earning,0,,,,,,,,,,,,,,,,,,
33," 	26,742,581 ", 	-   ,," 	2,412,172 "," 	32,529,935 ",Earning,0,,,,,,,,,,,,,,,,,,
34," 	32,529,935 ", 	-   ,," 	2,532,781 "," 	39,168,318 ",Earning,0,,,,,,,,,,,,,,,,,,
35," 	39,168,318 "," 	1,912,618 ",, 	-   ," 	40,976,691 ",Retired,1,,,,,,,,,,,,,,,,,,
36," 	40,976,691 "," 	2,027,375 ",, 	-   ," 	42,842,102 ",Retired,0,,,,,,,,,,,,,,,,,,
37," 	42,842,102 "," 	2,149,017 ",, 	-   ," 	44,763,084 ",Retired,0,,,,,,,,,,,,,,,,,,
38," 	44,763,084 "," 	2,277,958 ",, 	-   ," 	46,737,619 ",Retired,0,,,,,,,,,,,,,,,,,,
39," 	46,737,619 "," 	2,414,636 ",, 	-   ," 	48,763,057 ",Retired,0,,,,,,,,,,,,,,,,,,
40," 	48,763,057 "," 	2,559,514 ",, 	-   ," 	50,836,033 ",Retired,0,,,,,,,,,,,,,,,,,,
41," 	50,836,033 "," 	2,713,085 ",, 	-   ," 	52,952,372 ",Retired,0,,,,,,,,,,,,,,,,,,
42," 	52,952,372 "," 	2,875,870 ",, 	-   ," 	55,106,977 ",Retired,0,,,,,,,,,,,,,,,,,,
43," 	55,106,977 "," 	3,048,422 ",, 	-   ," 	57,293,718 ",Retired,0,,,,,,,,,,,,,,,,,,
44," 	57,293,718 "," 	3,231,327 ",, 	-   ," 	59,505,294 ",Retired,0,,,,,,,,,,,,,,,,,,
45," 	59,505,294 "," 	3,425,207 ",, 	-   ," 	61,733,090 ",Retired,0,,,,,,,,,,,,,,,,,,
46," 	61,733,090 "," 	3,630,719 ",, 	-   ," 	63,967,014 ",Retired,0,,,,,,,,,,,,,,,,,,
47," 	63,967,014 "," 	3,848,563 ",, 	-   ," 	66,195,318 ",Retired,0,,,,,,,,,,,,,,,,,,
48," 	66,195,318 "," 	4,079,476 ",, 	-   ," 	68,404,397 ",Retired,0,,,,,,,,,,,,,,,,,,
49," 	68,404,397 "," 	4,324,245 ",, 	-   ," 	70,578,570 ",Retired,0,,,,,,,,,,,,,,,,,,
50," 	70,578,570 "," 	4,583,700 ",, 	-   ," 	72,699,834 ",Retired,0,,,,,,,,,,,,,,,,,,
51," 	72,699,834 "," 	4,858,722 ",, 	-   ," 	74,747,597 ",Retired,0,,,,,,,,,,,,,,,,,,
52," 	74,747,597 "," 	5,150,245 ",, 	-   ," 	76,698,374 ",Retired,0,,,,,,,,,,,,,,,,,,
53," 	76,698,374 "," 	5,459,260 ",, 	-   ," 	78,525,460 ",Retired,0,,,,,,,,,,,,,,,,,,
54," 	78,525,460 "," 	5,786,815 ",, 	-   ," 	80,198,563 ",Retired,0,,,,,,,,,,,,,,,,,,
55," 	80,198,563 "," 	6,134,024 ",, 	-   ," 	81,683,402 ",Retired,0,,,,,,,,,,,,,,,,,,
56," 	81,683,402 "," 	6,502,065 ",, 	-   ," 	82,941,260 ",Retired,0,,,,,,,,,,,,,,,,,,
57," 	82,941,260 "," 	6,892,189 ",, 	-   ," 	83,928,491 ",Retired,0,,,,,,,,,,,,,,,,,,
58," 	83,928,491 "," 	7,305,721 ",, 	-   ," 	84,595,976 ",Retired,0,,,,,,,,,,,,,,,,,,
59," 	84,595,976 "," 	7,744,064 ",, 	-   ," 	84,888,530 ",Retired,0,,,,,,,,,,,,,,,,,,
60," 	84,888,530 "," 	8,208,708 ",, 	-   ," 	84,744,233 ",Retired,0,,,,,,,,,,,,,,,,,,
61," 	84,744,233 "," 	8,701,230 ",, 	-   ," 	84,093,704 ",Retired,0,,,,,,,,,,,,,,,,,,
62," 	84,093,704 "," 	9,223,304 ",, 	-   ," 	82,859,302 ",Retired,0,,,,,,,,,,,,,,,,,,
63," 	82,859,302 "," 	9,776,702 ",, 	-   ," 	80,954,233 ",Retired,0,,,,,,,,,,,,,,,,,,
64," 	80,954,233 "," 	10,363,305 ",, 	-   ," 	78,281,581 ",Retired,0,,,,,,,,,,,,,,,,,,
65," 	78,281,581 "," 	10,985,103 ",, 	-   ," 	74,733,229 ",Retired,0,,,,,,,,,,,,,,,,,,
66," 	74,733,229 "," 	11,644,209 ",, 	-   ," 	70,188,676 ",Retired,0,,,,,,,,,,,,,,,,,,
67," 	70,188,676 "," 	12,342,862 ",, 	-   ," 	64,513,739 ",Retired,0,,,,,,,,,,,,,,,,,,
68," 	64,513,739 "," 	13,083,433 ",, 	-   ," 	57,559,111 ",Retired,0,,,,,,,,,,,,,,,,,,
69," 	57,559,111 "," 	13,868,439 ",, 	-   ," 	49,158,787 ",Retired,0,,,,,,,,,,,,,,,,,,
70," 	49,158,787 "," 	14,700,546 ",, 	-   ," 	39,128,327 ",Retired,0,,,,,,,,,,,,,,,,,,
71," 	39,128,327 "," 	15,582,578 ",, 	-   ," 	27,262,939 ",Retired,0,,,,,,,,,,,,,,,,,,
72," 	27,262,939 "," 	16,517,533 ",, 	-   ," 	13,335,385 ",Retired,0,,,,,,,,,,,,,,,,,,
73," 	13,335,385 "," 	17,508,585 ",, 	-   ," 	-2,906,338 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
74," 	-2,906,338 "," 	18,559,100 ",, 	-   ," 	-21,741,540 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
75," 	-21,741,540 "," 	19,672,646 ",, 	-   ," 	-43,479,632 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
76," 	-43,479,632 "," 	20,853,005 ",, 	-   ," 	-68,463,202 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
77," 	-68,463,202 "," 	22,104,185 ",, 	-   ," 	-97,071,392 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
78," 	-97,071,392 "," 	23,430,436 ",, 	-   ," 	-129,723,610 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
79," 	-129,723,610 "," 	24,836,262 ",, 	-   ," 	-166,883,616 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
80," 	-166,883,616 "," 	26,326,438 ",, 	-   ," 	-209,063,997 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
81," 	-209,063,997 "," 	27,906,024 ",, 	-   ," 	-256,831,101 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
82," 	-256,831,101 "," 	29,580,386 ",, 	-   ," 	-310,810,442 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
83," 	-310,810,442 "," 	31,355,209 ",, 	-   ," 	-371,692,643 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
84," 	-371,692,643 "," 	33,236,522 ",, 	-   ," 	-440,239,966 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
85," 	-440,239,966 "," 	35,230,713 ",, 	-   ," 	-517,293,475 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
86," 	-517,293,475 "," 	37,344,556 ",, 	-   ," 	-603,780,911 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
87," 	-603,780,911 "," 	39,585,229 ",, 	-   ," 	-700,725,327 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
88," 	-700,725,327 "," 	41,960,343 ",, 	-   ," 	-809,254,576 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
89," 	-809,254,576 "," 	44,477,963 ",, 	-   ," 	-930,611,724 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
90," 	-930,611,724 "," 	47,146,641 ",, 	-   ," 	-1,066,166,478 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
91," 	-1,066,166,478 "," 	49,975,440 ",, 	-   ," 	-1,217,427,733 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
92," 	-1,217,427,733 "," 	52,973,966 ",, 	-   ," 	-1,386,057,334 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
93," 	-1,386,057,334 "," 	56,152,404 ",, 	-   ," 	-1,573,885,185 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
94," 	-1,573,885,185 "," 	59,521,548 ",, 	-   ," 	-1,782,925,826 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
95," 	-1,782,925,826 "," 	63,092,841 ",, 	-   ," 	-2,015,396,620 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
96," 	-2,015,396,620 "," 	66,878,412 ",, 	-   ," 	-2,273,737,710 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
97," 	-2,273,737,710 "," 	70,891,116 ",, 	-   ," 	-2,560,633,909 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
98," 	-2,560,633,909 "," 	75,144,583 ",, 	-   ," 	-2,879,038,714 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
99," 	-2,879,038,714 "," 	79,653,258 ",, 	-   ," 	-3,232,200,650 ",Retired,0,You have run out of money,,,,,,,,,,,,,,,,,
100," 	-3,232,200,650 ", 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
101, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
102, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
103, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
104, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
105, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
106, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
107, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
108, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,
109, 	-   , 	-   ,, 	-   , 	-   ,Dead,0,,,,,,,,,,,,,,,,,,

20-30,,,,
Years,20-30,30-40,40+,
Mutual Fund,,,,
Largecap,40%,50%,60%,
Midcap,30%,30%,30%,
Smallcap,30%,20%,10%,
